"Номер","Дата измерения","TypeOfSample","Matrix","MatrixDescription","AnalysisProgram","AnalysisProgramDescription","AnalysisMode","TaskNumber","TaskName","MaterialName","ID1","ID2","ID3","ID4","ID5","ID6","Comment","Average"
"94001","28 дек. 2017 г., 13:46","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","Е172-184(1)","ЭИ654-ш","ТЕМПЛЕТ","ЦСЭМ","Захарова А.Г.","--","--","Z"
"94002","28 дек. 2017 г., 13:52","T","FE","--","FE 3","CrNi Steel","2","110","Типовая рекалиб. проба","--","512","--","--","--","--","--","--","Z"
"94003","28 дек. 2017 г., 13:55","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","Е172-184(1)","ЭИ654-ш","ТЕМПЛЕТ","ЦСЭМ-ПРОВЕРКА","Захарова А.Г.","--","--","Z"
"94004","28 дек. 2017 г., 14:03","P","FE","--","FE 5","Ni Steel, NoCoMo Steel","2","001","Routine Analysis","--","Е171-241(1)","ЭП637А-ид","ТЕМПЛЕТ","ЦСЭМ","Захарова А.Г.","--","--","Z"
"94005","28 дек. 2017 г., 14:06","P","FE","--","FE 5","Ni Steel, NoCoMo Steel","2","001","Routine Analysis","--","Е171-244(1)","ЭП637А-ид","ТЕМПЛЕТ","ЦСЭМ","Захарова А.Г.","--","--","Z"
"94006","28 дек. 2017 г., 14:11","T","FE","--","FE 3","CrNi Steel","2","110","Типовая рекалиб. проба","--","512","--","--","--","--","--","--","Z"
"94007","28 дек. 2017 г., 14:14","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","Е172-184(1)","ЭП654-ш","ТЕМПЛЕТ","ЦСЭМ-ПРОВЕРКА 2","Захарова А.Г.","--","--","Z"
"94008","28 дек. 2017 г., 16:17","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","СО 2ФМ7","ЭП654-ш","ТЕМПЛЕТ","ЦСЭМ-ПРОВЕРКА 3","Захарова А.Г.","--","--","Z"
"94009","28 дек. 2017 г., 16:19","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","СО 2ФМ9","ЭП654-ш","ТЕМПЛЕТ","ЦСЭМ-ПРОВЕРКА 3","Захарова А.Г.","--","--","Z"
"94010","28 дек. 2017 г., 16:20","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","СО ЛГ34Д","ЭП654-ш","ТЕМПЛЕТ","ЦСЭМ-ПРОВЕРКА 3","Захарова А.Г.","--","--","Z"
"94011","28 дек. 2017 г., 16:22","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","СО 143--4","ЭП654-ш","ТЕМПЛЕТ","ЦСЭМ-ПРОВЕРКА 3","Захарова А.Г.","--","--","Z"
"94012","28 дек. 2017 г., 16:24","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","СО ЛГ35Д","ЭП654-ш","ТЕМПЛЕТ","ЦСЭМ-ПРОВЕРКА 3","Захарова А.Г.","--","--","Z"
"94013","28 дек. 2017 г., 17:17","P","NI","--","NI1RUSPOLIMET","NI99-Pure Nickel","2","001","Routine Analysis","--","И-17-120-1","НПОЭ-ВИ","УС.КОНУС","ЦСЭМ","Киргизова Е.А.","--","--","Z"
"94014","28 дек. 2017 г., 19:40","P","NI","--","NI1RUSPOLIMET","NI99-Pure Nickel","2","001","Routine Analysis","--","И-17-120-К","НПОЭ-ВИ","УС.КОНУС","ЦСЭМ","Стриканова Н.А.","--","--","Z"
"94015","28 дек. 2017 г., 22:17","T","NI","--","NI3","NiCoCrAlTi - Nimonic90, 105","2","110","Типовая рекалиб. проба","--","М3В94","--","--","--","--","--","--","Z"
"94016","28 дек. 2017 г., 22:24","P","NI","--","NI3","NiCoCrAlTi - Nimonic90, 105","2","001","Routine Analysis","--","В172-373-1","NC20K14V","УС.КОНУС","ЦСЭМ","Лунькова О.В.","--","--","Z"
"94017","29 дек. 2017 г., 8:42","T","FE","--","FE 2","Cr Steel","2","110","Типовая рекалиб. проба","--","ЛГ43А","--","--","--","--","--","--","Z"
"94018","29 дек. 2017 г., 8:44","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-1-3391-1","20Х13","ТАБЛЕТКА","ЦЭМ","Лунькова О.В.","--","--","Z"
"94019","29 дек. 2017 г., 9:19","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-1-3391-2","20Х13","ТАБЛЕТКА","ЦЭМ","Лунькова О.В.","--","--","Z"
"94020","29 дек. 2017 г., 10:05","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-1-3391-3","20Х13","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94021","29 дек. 2017 г., 10:11","T","FE","--","FE 2","Cr Steel","2","110","Типовая рекалиб. проба","--","ЛГ43А","--","--","--","--","--","--","Z"
"94022","29 дек. 2017 г., 10:33","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-1-3392-1","20Х13","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94023","29 дек. 2017 г., 11:26","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-1-3392-2","20Х13","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94024","29 дек. 2017 г., 11:45","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-1-3391-4","20Х13","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94025","29 дек. 2017 г., 11:58","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-1-3391-5","20Х13","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94026","29 дек. 2017 г., 12:06","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-1-3392-3","20Х13","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94027","29 дек. 2017 г., 12:24","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-1-3393-1","20Х13","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94028","29 дек. 2017 г., 13:30","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-1-3393-2","20Х13","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94029","29 дек. 2017 г., 13:42","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-1-3392-4","20Х13","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94030","29 дек. 2017 г., 13:51","P","NI","--","NI1RUSPOLIMET","NI99-Pure Nickel","2","001","Routine Analysis","--","И17-121-1","НПОЭ-ВИ","УС.КОНУС","ЦСЭМ","Киселёва Л.Е.","--","--","Z"
"94031","29 дек. 2017 г., 13:55","T","NI","--","NI8","Ni Global Program","2","110","Типовая рекалиб. проба","--","408","--","--","--","--","--","--","Z"
"94032","29 дек. 2017 г., 13:57","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3392-5","20Х13","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94033","29 дек. 2017 г., 13:59","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3393-3","20Х13","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94034","29 дек. 2017 г., 14:00","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3391-К","20Х13","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94035","29 дек. 2017 г., 14:33","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3393-4","20Х13","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94036","29 дек. 2017 г., 14:41","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3394-1","20Х13","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94037","29 дек. 2017 г., 15:28","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3393-5","20Х13","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94038","29 дек. 2017 г., 15:31","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3392-К","20Х13","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94039","29 дек. 2017 г., 15:47","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3393-6","20Х13","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94040","29 дек. 2017 г., 16:00","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3394-2","20Х13","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94041","29 дек. 2017 г., 16:30","T","FE","--","FE 2","Cr Steel","2","110","Типовая рекалиб. проба","--","ЛГ43А","--","--","--","--","--","--","Z"
"94042","29 дек. 2017 г., 16:31","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3394-3","20Х13","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94043","29 дек. 2017 г., 16:34","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3393-К","20Х13","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94044","29 дек. 2017 г., 16:48","T","FE","--","FE 2","Cr Steel","2","110","Типовая рекалиб. проба","--","ЛГ43А","--","--","--","--","--","--","Z"
"94045","29 дек. 2017 г., 17:03","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3395-1","20Х13","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94046","29 дек. 2017 г., 17:49","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3395-2","20Х13","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94047","29 дек. 2017 г., 18:04","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3394-4","20Х13","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94048","29 дек. 2017 г., 18:16","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3394-5","20Х13","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94049","29 дек. 2017 г., 18:18","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3395-3","20Х13","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94050","29 дек. 2017 г., 18:42","T","FE","--","FE 2","Cr Steel","2","110","Типовая рекалиб. проба","--","Р12 535","--","--","--","--","--","--","Z"
"94051","29 дек. 2017 г., 18:44","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3396-1","ЭП428","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94052","29 дек. 2017 г., 19:16","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3396-2","ЭП428","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94053","29 дек. 2017 г., 19:32","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3395-4","20Х13","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94054","29 дек. 2017 г., 19:36","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3394-К","20Х13","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94055","29 дек. 2017 г., 19:44","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3395-5","20Х13","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94056","29 дек. 2017 г., 20:28","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3396-3","ЭП428","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94057","29 дек. 2017 г., 20:46","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3397-1","20Х13","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94058","29 дек. 2017 г., 21:00","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3396-4","ЭП428","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94059","29 дек. 2017 г., 21:42","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3397-2","20Х13","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94060","29 дек. 2017 г., 22:09","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3397-3","20Х13","УС.КОНУС","ЦЭМ","Стриканова Н.А.","--","--","Z"
"94061","29 дек. 2017 г., 22:31","T","NI","--","NI8","Ni Global Program","2","110","Типовая рекалиб. проба","--","378","--","--","--","--","--","--","Z"
"94062","29 дек. 2017 г., 22:34","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","В171-248(1)","ЭП99-ИД","ТЕМПЛЕТ","ЦСЭМ","Макарова Н.А.","--","--","Z"
"94063","29 дек. 2017 г., 22:39","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","В171-248(1)","ЭП99-ИД","ТЕМПЛЕТ","ЦСЭМ ПРОВЕРКА","Макарова Н.А.","--","--","Z"
"94064","29 дек. 2017 г., 22:42","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3396-5","ЭП428","УС.КОНУС","ЦЭМ","Макарова Н.А.","--","--","Z"
"94065","29 дек. 2017 г., 22:46","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3395-К","20Х13","УС.КОНУС","ЦЭМ","Макарова Н.А.","--","--","Z"
"94066","29 дек. 2017 г., 22:53","T","NI","--","NI3","NiCoCrAlTi - Nimonic90, 105","2","110","Типовая рекалиб. проба","--","М3В94","--","--","--","--","--","--","Z"
"94067","29 дек. 2017 г., 22:55","P","NI","--","NI3","NiCoCrAlTi - Nimonic90, 105","2","001","Routine Analysis","--","В172-374(1)","NCK20D","ТЕМПЛЕТ","ЦСЭМ","Макарова Н.А.","--","--","Z"
"94068","29 дек. 2017 г., 23:04","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3396-6","ЭП428","УС.КОНУС","ЦЭМ","Стриканова Н.А.","--","--","Z"
"94069","30 дек. 2017 г., 0:13","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3397-4","20Х13","УС.КОНУС","ЦЭМ","Захарова А.Г.","--","--","Z"
"94070","30 дек. 2017 г., 0:18","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3396-К","ЭП428","УС.КОНУС","ЦЭМ","Захарова А.Г.","--","--","Z"
"94071","30 дек. 2017 г., 0:29","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3397-5","20Х13","ТАБЛЕТКА","ЦЭМ","Захарова А.Г.","--","--","Z"
"94072","30 дек. 2017 г., 0:33","T","FE","--","FE 2","Cr Steel","2","110","Типовая рекалиб. проба","--","ЛГ43А","--","--","--","--","--","--","Z"
"94073","30 дек. 2017 г., 0:35","T","FE","--","FE 2","Cr Steel","2","110","Типовая рекалиб. проба","--","ЛГ41А","--","--","--","--","--","--","Z"
"94074","30 дек. 2017 г., 0:58","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3399-1","ЭП479","ТАБЛЕТКА","ЦЭМ","Захарова А.Г.","--","--","Z"
"94075","30 дек. 2017 г., 1:22","P","NI","--","NI1RUSPOLIMET","NI99-Pure Nickel","2","001","Routine Analysis","--","И-17-121-К","НПОЭ-ви","УС.КОНУС","ЦСЭМ","Захарова А.Г.","--","--","Z"
"94076","30 дек. 2017 г., 1:46","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-17-2-3397-К","20Х13","УС.КОНУС","ЦЭМ","Захарова А.Г.","--","--","Z"
"94077","30 дек. 2017 г., 6:54","T","NI","--","NI8","Ni Global Program","2","110","Типовая рекалиб. проба","--","720","--","--","--","--","--","--","Z"
"94078","30 дек. 2017 г., 6:55","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","И-17-122-1","ЭП109","УС.КОНУС","ЦЭМ","Захарова А.Г.","--","--","Z"
"94079","30 дек. 2017 г., 7:52","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","И-17-122-2","ЭП109","УС.КОНУС","ЦЭМ","Захарова А.Г.","--","--","Z"
"94080","30 дек. 2017 г., 8:08","T","FE","--","FE 3","CrNi Steel","2","110","Типовая рекалиб. проба","--","2ФМ9","--","--","--","--","--","--","Z"
"94081","30 дек. 2017 г., 8:11","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","6-17-2-3402-1","ЭП678У","ТАБЛЕТКА","ЦЭМ","Захарова А.Г.","--","--","Z"
"94082","30 дек. 2017 г., 8:54","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","6-17-2-3402-2","ЭП678У","УС.КОНУС","ЦЭМ","Стриканова Н.А.","--","--","Z"
"94083","30 дек. 2017 г., 9:12","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","И17-122-К","ЭП109","УС.КОНУС","ЦСЭМ","Киргизова Е.А.","--","--","Z"
"94084","30 дек. 2017 г., 10:24","T","FE","--","FE 3","CrNi Steel","2","110","Типовая рекалиб. проба","--","2ФМ9","--","--","--","--","--","--","Z"
"94085","30 дек. 2017 г., 10:27","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","6-17-2-3402-3","ЭП678У","УС.КОНУС","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94086","30 дек. 2017 г., 11:05","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","6-17-2-3402-4","ЭП678У","УС.КОНУС","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94087","30 дек. 2017 г., 11:37","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","6-17-2-3402-5","ЭП678У","УС.КОНУС","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94088","30 дек. 2017 г., 11:50","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","408","ЭП678У","УС.КОНУС","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94089","30 дек. 2017 г., 11:55","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","71","ЭП678У","УС.КОНУС","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94090","30 дек. 2017 г., 12:19","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","6-17-2-3402-6","ЭП678У","УС.КОНУС","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94091","30 дек. 2017 г., 13:22","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","6-17-2-3403-1","ЭП678У","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94092","30 дек. 2017 г., 13:40","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","6-17-2-3403-2","ЭП678У","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94093","30 дек. 2017 г., 13:51","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","6-17-2-3402-7","ЭП678У","УС.КОНУС","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94094","30 дек. 2017 г., 14:29","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","6-17-2-3402-8","ЭП678У","УС.КОНУС","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94095","30 дек. 2017 г., 15:10","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","6-17-2-3405-1","ЭП678У","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94096","30 дек. 2017 г., 15:30","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","6-17-2-3405-2","ЭП678У","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94097","30 дек. 2017 г., 15:33","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","6-17-2-3403-3","ЭП678У","УС.КОНУС","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94098","30 дек. 2017 г., 16:12","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","6-17-2-3403-4","ЭП678У","УС.КОНУС","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94099","30 дек. 2017 г., 16:14","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","6-17-2-3402-К","ЭП678У","УС.КОНУС","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94100","30 дек. 2017 г., 17:43","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","6-17-2-3403-5","ЭП678У","УС.КОНУС","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94101","30 дек. 2017 г., 18:02","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","6-17-2-3404-3","ЭП678У","УС.КОНУС","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94102","30 дек. 2017 г., 18:11","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","6-17-2-3404-4","ЭП678У","УС.КОНУС","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94103","30 дек. 2017 г., 18:38","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","6-17-2-3404-4","ЭП678У","УС.КОНУС","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94104","30 дек. 2017 г., 20:22","T","FE","--","FE 3","CrNi Steel","2","110","Типовая рекалиб. проба","--","ЛГ36Д","--","--","--","--","--","--","Z"
"94105","30 дек. 2017 г., 20:24","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","6-17-2-3406-1","1.4878","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94106","30 дек. 2017 г., 20:37","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","6-17-2-3404-5","ЭП678У","УС.КОНУС","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94107","30 дек. 2017 г., 20:40","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","6-17-2-3403-К","ЭП678У","УС.КОНУС","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94108","30 дек. 2017 г., 21:08","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","6-17-2-3404-6","ЭП678У","УС.КОНУС","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94109","30 дек. 2017 г., 21:29","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","6-17-2-3404-7","ЭП678У","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94110","30 дек. 2017 г., 22:04","P","FE","--","FE 3","CrNi Steel","2","001","Routine Analysis","--","6-17-2-3404-К","ЭП678У","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94111","31 дек. 2017 г., 2:58","T","NI","--","NI8","Ni Global Program","2","110","Типовая рекалиб. проба","--","720","--","--","--","--","--","--","Z"
"94112","31 дек. 2017 г., 2:59","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","И17-123-1","ЭП109","УС.КОНУС","ЦСЭМ","Киселёва Л.Е.","--","--","Z"
"94113","31 дек. 2017 г., 5:05","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","И17-123-2","ЭП109","УС.КОНУС","ЦСЭМ","Киселёва Л.Е.","--","--","Z"
"94114","31 дек. 2017 г., 5:29","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","И17-123-3","ЭП109","УС.КОНУС","ЦСЭМ","Киселёва Л.Е.","--","--","Z"
"94115","31 дек. 2017 г., 5:31","T","NI","--","NI8","Ni Global Program","2","110","Типовая рекалиб. проба","--","720","--","--","--","--","--","--","Z"
"94116","31 дек. 2017 г., 6:33","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","И17-123-4","ЭП109","УС.КОНУС","ЦСЭМ","Киселёва Л.Е.","--","--","Z"
"94117","31 дек. 2017 г., 7:34","P","NI","--","NI8","Ni Global Program","2","001","Routine Analysis","--","И17-123-К","ЭП109","УС.КОНУС","ЦСЭМ","Киселёва Л.Е.","--","--","Z"
"94118","31 дек. 2017 г., 12:59","T","FE","--","FE 1","Steel, low/ mid alloyed","2","110","Типовая рекалиб. проба","--","УГ88","--","--","--","--","--","--","Z"
"94119","31 дек. 2017 г., 13:01","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","И17-124-К","АРМКО","УС.КОНУС","ЦСЭМ","Молькова В.А.","--","--","Z"
"94120","1 янв. 2018 г., 0:06","T","FE","--","FE 1","Steel, low/ mid alloyed","2","110","Типовая рекалиб. проба","--","РГ30 А","--","--","--","--","--","--","Z"
"94121","1 янв. 2018 г., 0:08","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-17-1-3416-1","СП-28","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94122","1 янв. 2018 г., 0:34","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-17-1-3416-2","СП-28","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94123","1 янв. 2018 г., 1:53","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-17-1-3416-3","СП-28","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94124","1 янв. 2018 г., 3:05","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-17-1-3417-1","СП-28","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94125","1 янв. 2018 г., 3:26","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-17-1-3417-2","СП-28","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94126","1 янв. 2018 г., 3:35","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-17-1-3416-4","СП-28","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94127","1 янв. 2018 г., 4:04","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-17-1-3416-5","СП-28","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94128","1 янв. 2018 г., 4:22","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-17-1-3417-3","СП-28","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94129","1 янв. 2018 г., 4:24","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-17-1-3416-6","СП-28","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94130","1 янв. 2018 г., 4:54","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-17-1-3417-4","СП-28","ТАБЛЕТКА","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94131","1 янв. 2018 г., 5:13","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-17-1-3416-К","СП-28","УС.КОНУС","ЦЭМ","Кузьмина С.Н.","--","--","Z"
